RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_TOWN_POINT,From_DATE_CREAT,From_DATE_RETIR,From_TOWN_PID,To_Title,To_Address
Route 221 - 221 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 01:45:09,1990-01-01 02:00:00,1990-01-01 15:45:09,786.37976696,1265.55809079,825.15447374,,,,,221.0,1.0,TWP3936,2013-07-31 00:00:00,,TWN3936,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 222 - 222 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 13:11:58,1990-01-01 02:00:00,1990-01-01 03:11:58,51.14982989,82.31783647,71.97113719,,,,,222.0,1.0,TWP3937,2013-07-31 00:00:00,,TWN3937,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 223 - 223 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 13:05:51,1990-01-01 02:00:00,1990-01-01 03:05:51,46.42045919,74.70663689,65.85547898,,,,,223.0,1.0,TWP3938,2013-07-31 00:00:00,,TWN3938,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 224 - 224 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 22:22:19,1990-01-01 02:00:00,1990-01-01 12:22:19,583.70269845,939.38031429,622.31302332,,,,,224.0,1.0,TWP3939,2013-07-31 00:00:00,,TWN3939,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 225 - 225 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 22:31:06,1990-01-01 02:00:00,1990-01-01 12:31:06,582.03039819,936.68900253,631.102679,,,,,225.0,1.0,TWP3940,2013-07-31 00:00:00,,TWN3940,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 226 - 226 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 02:53:20,1990-01-01 02:00:00,1990-01-01 16:53:20,849.55517336,1367.22925538,893.33164819,,,,,226.0,1.0,TWP3941,2013-07-31 00:00:00,,TWN3941,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 227 - 227 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 00:52:39,1990-01-01 02:00:00,1990-01-01 14:52:39,735.24714503,1183.26794791,772.65377619,,,,,227.0,1.0,TWP3942,2013-07-31 00:00:00,,TWN3942,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 228 - 228 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 00:52:35,1990-01-01 02:00:00,1990-01-01 14:52:35,729.97825803,1174.78847926,772.58085064,,,,,228.0,1.0,TWP3943,2013-07-31 00:00:00,,TWN3943,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 229 - 229 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 23:55:59.000001,1990-01-01 02:00:00,1990-01-01 13:55:59,677.21555619,1089.87497182,715.98754205,,,,,229.0,1.0,TWP3944,2013-07-31 00:00:00,,TWN3944,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 23 - 23 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 03:06:28,1990-01-01 02:00:00,1990-01-01 17:06:28,861.63759699,1386.67407023,906.45880773,,,,,23.0,1.0,TWP31176,2013-07-31 00:00:00,,TWN31176,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
