RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_ID,From_Location,From_x,From_y,To_Name,To_Address
Route 419 - 419 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-02 00:31:06,1990-01-01 02:00:00,1990-01-01 14:31:06,722.77316757,1163.19298698,752.85851187,,,,,419,1,1089,Macknade,146.2605,-18.58664,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 406 - 406 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-02 01:42:51,1990-01-01 02:00:00,1990-01-01 15:42:51,790.3086521,1271.88103117,824.69155756,,,,,406,1,1076,Bingil Bay,146.0976,-17.83471,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 316 - 316 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:08:27,1990-01-01 02:00:00,1990-01-01 06:08:27,231.93490419,373.26379297,248.65850642,,,,,316,1,1208,Moura,149.9719,-24.57498,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 309 - 309 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:13:32,1990-01-01 02:00:00,1990-01-01 06:13:32,231.82713022,373.09034725,253.78225669,,,,,309,1,1201,Baralaba,149.8114,-24.17958,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 284 - 284 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 15:41:50,1990-01-01 02:00:00,1990-01-01 05:41:50,203.1360109,326.91637416,222.37306723,,,,,284,1,1176,Keppel Sands,150.7919,-23.3275,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 273 - 273 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:07:13,1990-01-01 02:00:00,1990-01-01 06:07:13,225.05620131,362.19357163,247.65555414,,,,,273,1,1165,Byfield,150.6508,-22.85074,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 269 - 269 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-02 00:20:05,1990-01-01 02:00:00,1990-01-01 14:20:05.000001,728.47542206,1172.36989438,741.30734828,,,,,269,1,1161,Winton,143.0414,-22.38676,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 204 - 204 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 15:55:43,1990-01-01 02:00:00,1990-01-01 05:55:43.000001,213.20281928,343.11736423,236.0658267,,,,,204,1,1318,Kilcoy,152.5638,-26.94019,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 30 - 30 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:40:37,1990-01-01 02:00:00,1990-01-01 06:40:37,260.67562106,419.51758573,280.59442218,,,,,30,1,1363,Kensington Grove - Regency Downs,152.4572,-27.53986,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 22 - 22 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:29:51,1990-01-01 02:00:00,1990-01-01 06:29:51,253.36403654,407.75070752,269.87722243,,,,,22,1,1355,Gowrie Junction,151.8928,-27.49125,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 59 - 59 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:36:18,1990-01-01 02:00:00,1990-01-01 06:36:18,258.29676197,415.68917547,276.54631023,,,,,59,1,1392,Cabbage Tree Point,153.3552,-27.73664,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 24 - 24 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 17:12:02,1990-01-01 02:00:00,1990-01-01 07:12:02,248.30486253,399.6087399,311.70964076,,,,,24,1,1357,Dunwich,153.4038,-27.49776,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 15 - 15 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:11:13,1990-01-01 02:00:00,1990-01-01 06:11:13,237.81819434,382.73204961,251.16653606,,,,,15,1,1348,Oakey,151.7183,-27.43202,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 17 - 17 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:35:05.000001,1990-01-01 02:00:00,1990-01-01 06:35:05,255.97724758,411.95627144,275.17821897,,,,,17,1,1350,Lowood,152.5763,-27.46078,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 35 - 35 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:44:10,1990-01-01 02:00:00,1990-01-01 06:44:10.000001,262.39099273,422.27821435,284.1691386,,,,,35,1,1368,Placid Hills,152.2504,-27.5578,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 19 - 19 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:22:45,1990-01-01 02:00:00,1990-01-01 06:22:45,248.47557484,399.88347528,262.75434595,,,,,19,1,1352,Highfields,151.9481,-27.46253,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 270 - 270 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 18:49:40,1990-01-01 02:00:00,1990-01-01 08:49:40.000001,396.34011871,637.8488677,409.89116624,,,,,270,1,1162,Dysart,148.3481,-22.58982,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 112 - 112 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 13:10:29,1990-01-01 02:00:00,1990-01-01 03:10:29,62.86861407,101.1774292,70.50028501,,,,,112,1,1226,Mount Perry,151.6442,-25.18036,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 21 - 21 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:33:01,1990-01-01 02:00:00,1990-01-01 06:33:01,257.38448848,414.22101066,273.03793546,,,,,21,1,1354,Kingsthorpe,151.8191,-27.47543,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 420 - 420 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-02 00:37:07,1990-01-01 02:00:00,1990-01-01 14:37:07.000001,727.33803497,1170.53944364,758.69071748,,,,,420,1,1090,Taylors Beach,146.3273,-18.62407,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 330 - 330 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 12:16:17,1990-01-01 02:00:00,1990-01-01 02:16:17,10.72211313,17.25560294,16.40548594,,,,,330,1,1222,South Bingera,152.2194,-24.96842,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 192 - 192 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 15:27:45,1990-01-01 02:00:00,1990-01-01 05:27:45.000001,188.64274139,303.59167118,208.00008811,,,,,192,1,1306,Maleny,152.848,-26.75878,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 159 - 159 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 14:25:11,1990-01-01 02:00:00,1990-01-01 04:25:11,138.09000943,222.23477261,145.19163958,,,,,159,1,1273,Wondai,151.8736,-26.32045,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 123 - 123 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 13:15:04,1990-01-01 02:00:00,1990-01-01 03:15:04,67.98860448,109.41727153,75.1423185,,,,,123,1,1237,Walligan,152.771,-25.35161,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
