RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_ID,From_Location,From_x,From_y,To_Name,To_Address
Route 427 - 427 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 00:18:53,1990-01-01 02:00:00,1990-01-01 14:18:53,711.20184469,1144.57071068,740.46455809,,,,,427,1,1097,Toolakea,146.5788,-19.14605,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 386 - 386 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 03:32:28,1990-01-01 02:00:00,1990-01-01 17:32:28,893.33688423,1437.68922999,933.38868954,,,,,386,1,1056,Malanda,145.5954,-17.35328,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 265 - 265 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 19:24:49,1990-01-01 02:00:00,1990-01-01 09:24:49,427.0415387,687.25811258,445.24218959,,,,,265,1,1157,Sarina,149.216,-21.4206,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 207 - 207 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:56:10.000001,1990-01-01 02:00:00,1990-01-01 04:56:10,160.35027528,258.05926953,176.36644953,,,,,207,1,1321,D'Aguilar,152.7984,-26.98884,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 170 - 170 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:10:10,1990-01-01 02:00:00,1990-01-01 04:10:10.000001,111.16211825,178.89844583,130.28953228,,,,,170,1,1284,Weyba Downs,153.0474,-26.45561,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 90 - 90 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:21:54,1990-01-01 02:00:00,1990-01-01 06:21:54,237.15532028,381.66525509,261.9535628,,,,,90,1,1423,Kooralbyn,152.8443,-28.08068,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 91 - 91 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:22:30,1990-01-01 02:00:00,1990-01-01 06:22:30,236.10132305,379.96900758,262.59290554,,,,,91,1,1424,Beechmont,153.206,-28.09893,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 93 - 93 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 17:04:26,1990-01-01 02:00:00,1990-01-01 07:04:26,272.45690778,438.47776675,303.46015677,,,,,93,1,1426,Yangan,152.2107,-28.19552,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 400 - 400 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 08:23:52,1990-01-01 02:00:00,1990-01-01 22:23:52,1200.34775232,1931.77631666,1223.71938261,,,,,400,1,1070,Normanton,141.0761,-17.67331,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 277 - 277 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 19:33:33,1990-01-01 02:00:00,1990-01-01 09:33:33,434.60641529,699.43262568,453.83479483,,,,,277,1,1169,Capella,148.0248,-23.08513,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
